Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,MZ-7KE128BW,Samsung,850 Pro 128GB,188,99.3,8559,https://ssd.userbenchmark.com/Samsung-850-Pro-128GB/Rating/3483
SSD,MZ-76Q1T0BW,Samsung,860 QVO 1TB,189,98.9,2180,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB
SSD,MZ-76Q1T0B/AM,Samsung,860 QVO 1TB,189,98.9,2180,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB
SSD,WDS500G2B0B,WD,Blue 3D SATA M.2 500GB,190,98.9,7573,https://ssd.userbenchmark.com/SpeedTest/325788/WDC-WDS500G2B0B-00YS70
SSD,WDS500G2B0A,WD,Blue 3D 500GB,191,98.8,11367,https://ssd.userbenchmark.com/SpeedTest/337874/WDC-WDS500G2B0A-00SM50
SSD,SDSSDH3-500G-G25,SanDisk,Ultra 3D 500GB,192,98.2,3084,https://ssd.userbenchmark.com/SpeedTest/322712/SanDisk-SDSSDH3500G
SSD,VTR180-25SAT3-960G,Toshiba,OCZ VT180 960GB,193,98,49,https://ssd.userbenchmark.com/SpeedTest/171904/TOSHIBA-VT180
SSD,SDSSDH3-2T00-G25,SanDisk,Ultra 3D 2TB,194,97.8,398,https://ssd.userbenchmark.com/SpeedTest/351750/SanDisk-SDSSDH32000G
SSD,ASU800SS-256GT-C,Adata,Ultimate SU800 256GB,195,97.2,11581,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-256GB/Rating/3912
SSD,MDNVME80-SBX-0128,MyDigitalSSD,SBX NVMe PCIe M.2 128GB,196,97.2,74,https://ssd.userbenchmark.com/SpeedTest/431053/SBX
SSD,MZ-75E120B,Samsung,850 Evo 120GB,197,96.5,30843,https://ssd.userbenchmark.com/Samsung-850-Evo-120GB/Rating/3484
SSD,PX-G128M6e,Plextor,M6e PCIe M.2 128GB,198,96,440,https://ssd.userbenchmark.com/SpeedTest/15095/PLEXTOR-PX-G128M6e
SSD,SDSSDXPS-960G-G25,SanDisk,Extreme Pro 960GB,199,95.9,1116,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-960GB/Rating/3581
SSD,CT240BX300SSD1,Crucial,BX300 240GB,200,95.8,3236,https://ssd.userbenchmark.com/Crucial-BX300-240GB/Rating/3946
SSD,CT250MX200SSD4,Crucial,MX200 SATA M.2 250GB,201,95.7,848,https://ssd.userbenchmark.com/SpeedTest/23955/Crucial-CT250MX200SSD4
SSD,WDS200T2B0A,WD,Blue 3D 2TB,202,95.7,409,https://ssd.userbenchmark.com/SpeedTest/373739/WDC-WDS200T2B0A-00SM50
SSD,MZ-7PD512BW,Samsung,840 Pro 512GB,203,95.6,5598,https://ssd.userbenchmark.com/SpeedTest/2708/Samsung-SSD-840-PRO-Series
SSD,MZ-750250BW,Samsung,750 EVO 250GB,204,95.2,29747,https://ssd.userbenchmark.com/SpeedTest/71929/Samsung-SSD-750-EVO-250GB
SSD,MZ-7TE250BW,Samsung,840 Evo 250GB,205,95.2,93017,https://ssd.userbenchmark.com/Samsung-840-Evo-250GB/Rating/1594
SSD,SSDSC2BP480G410,Intel,730 Series 480GB,206,95,2281,https://ssd.userbenchmark.com/Intel-730-Series-480GB/Rating/3479
SSD,SSDPEKKW128G7X1,Intel,600p Series NVMe PCIe M.2 128GB,207,94.9,5231,https://ssd.userbenchmark.com/SpeedTest/170119/INTEL-SSDPEKKW128G7
SSD,CSSD-F120GBMP300,Corsair,Force MP300 NVMe PCIe M.2 120GB,208,94.9,955,https://ssd.userbenchmark.com/SpeedTest/534036/NVMe-Force-MP300
SSD,2AP99AA#ABL,HP,S700 Pro 512GB,209,94.7,194,https://ssd.userbenchmark.com/SpeedTest/370902/HP-SSD-S700-Pro
SSD,SDSSDXPS-480G-G25,SanDisk,Extreme Pro 480GB,210,94.7,4042,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-480GB/Rating/3476
SSD,CT250MX200SSD1,Crucial,MX200 250GB,211,94.3,10461,https://ssd.userbenchmark.com/Crucial-MX200-250GB/Rating/3196
SSD,VTR180-25SAT3-480G,Toshiba,OCZ VT180 480GB,212,93.3,54,https://ssd.userbenchmark.com/SpeedTest/146334/TOSHIBA-VT180
SSD,VTR180-25SAT3-960G,OCZ,Vector 180 960GB,213,93.2,201,https://ssd.userbenchmark.com/SpeedTest/30972/OCZ-VECTOR180
SSD,VTR1-25SAT3-512G,OCZ,Vector 512GB,214,92.9,187,https://ssd.userbenchmark.com/SpeedTest/1810/OCZ-VECTOR
SSD,MZ-750120BW,Samsung,750 EVO 120GB,215,92.8,9340,https://ssd.userbenchmark.com/SpeedTest/42465/Samsung-SSD-750-EVO-120GB
SSD,PX-512M6Pro,Plextor,M6 Pro 512GB,216,92.6,102,https://ssd.userbenchmark.com/SpeedTest/15117/PLEXTOR-PX-512M6Pro
SSD,VTR150-25SAT3-480G,OCZ,Vector 150 480GB,217,92.6,256,https://ssd.userbenchmark.com/SpeedTest/7037/OCZ-VECTOR150
SSD,CT1050MX300SSD1,Crucial,MX300 1TB,218,92.6,7609,https://ssd.userbenchmark.com/Crucial-MX300-1TB/Rating/3645
SSD,CT512M550SSD1,Crucial,M550 512GB,219,92.6,2374,https://ssd.userbenchmark.com/SpeedTest/7172/Crucial-CT512M550SSD1
SSD,MZ-7PD256BW,Samsung,840 Pro 256GB,220,92.6,32307,https://ssd.userbenchmark.com/Samsung-840-Pro-256GB/Rating/1408
SSD,VTX4-25SAT3-512G,OCZ,Vertex 4 512GB,221,92.4,789,https://ssd.userbenchmark.com/SpeedTest/4340/OCZ-VERTEX4
SSD,SSD7CS1311-960-RB,PNY,CS1311 960GB,222,92.4,1182,https://ssd.userbenchmark.com/PNY-CS1311-960GB/Rating/3617
SSD,VX500-25SAT3-512G,Toshiba,OCZ VX500 512GB,223,92.3,67,https://ssd.userbenchmark.com/SpeedTest/190983/TOSHIBA-VX500
SSD,CT120BX300SSD1,Crucial,BX300 120GB,224,92.1,1938,https://ssd.userbenchmark.com/Crucial-BX300-120GB/Rating/3945
SSD,PX-256M6Pro,Plextor,M6 Pro 256GB,225,92,500,https://ssd.userbenchmark.com/SpeedTest/14560/PLEXTOR-PX-256M6Pro
SSD,CT512M550SSD4,Crucial,M550 SATA M.2 512GB,226,91.9,103,https://ssd.userbenchmark.com/SpeedTest/15375/Crucial-CT512M550SSD4
SSD,2LU81AA#ABL,HP,S700 Pro 1TB,227,91.9,12,https://ssd.userbenchmark.com/SpeedTest/387205/HP-SSD-S700-Pro-1TB
SSD,CT256M550SSD4,Crucial,M550 SATA M.2 256GB,228,91.9,84,https://ssd.userbenchmark.com/SpeedTest/12143/Crucial-CT256M550SSD4
SSD,SSDSC2KW256G8,Intel,545s Series 256GB,229,91.9,3504,https://ssd.userbenchmark.com/SpeedTest/299881/INTEL-SSDSC2KW256G8
SSD,CT1000BX100SSD1,Crucial,BX100 1TB,230,91.5,734,https://ssd.userbenchmark.com/SpeedTest/22670/CT1000BX100SSD1
SSD,WDS100T1B0B,WD,Blue SATA M.2 1TB,231,91.5,734,https://ssd.userbenchmark.com/SpeedTest/199326/WDC-WDS100T1B0B-00AS40
SSD,SDSSDXPS-240G,SanDisk,Extreme Pro 240GB,232,91.5,5640,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-240GB/Rating/2356
SSD,CT750MX300SSD1,Crucial,MX300 750GB,233,91.4,10571,https://ssd.userbenchmark.com/Crucial-MX300-750GB/Rating/3644
SSD,PI480GS25SSDR,Patriot,Ignite 480GB,234,91.4,1042,https://ssd.userbenchmark.com/Patriot-Ignite-480GB/Rating/3574
SSD,2AP98AA#ABL,HP,S700 Pro 256GB,235,91.4,348,https://ssd.userbenchmark.com/SpeedTest/366058/HP-SSD-S700-Pro
SSD,VTR1-25SAT3-256G,OCZ,Vector 256GB,236,91.4,1283,https://ssd.userbenchmark.com/OCZ-Vector-256GB/Rating/1424
SSD,SSD7CS2211-480-RB,PNY,CS2211 480GB,237,91.2,916,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,SSD7CS2211-480-PB,PNY,CS2211 480GB,237,91.2,916,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,VTX4-25SAT3-256G,OCZ,Vertex 4 256GB,238,91.1,4660,https://ssd.userbenchmark.com/OCZ-Vertex-4-256GB/Rating/1315
SSD,CT1050MX300SSD4,Crucial,MX300 SATA M.2 1TB,239,91.1,2528,https://ssd.userbenchmark.com/SpeedTest/182535/Crucial-CT1050MX300SSD4
SSD,VTR180-25SAT3-480G,OCZ,Vector 180 480GB,240,91.1,578,https://ssd.userbenchmark.com/OCZ-Vector-180-480GB/Rating/3508
SSD,VTX460A-25SAT3-480G,OCZ,Vertex 460A 480GB,241,91,261,https://ssd.userbenchmark.com/SpeedTest/21677/OCZ-VERTEX460A
SSD,CT500MX200SSD4,Crucial,MX200 SATA M.2 500GB,242,91,716,https://ssd.userbenchmark.com/SpeedTest/23836/Crucial-CT500MX200SSD4
SSD,CT500BX100SSD1,Crucial,BX100 500GB,243,90.7,5360,https://ssd.userbenchmark.com/Crucial-BX100-500GB/Rating/3474
SSD,SDSSDXP-240G-G25,SanDisk,Extreme II 240GB,244,90.7,1454,https://ssd.userbenchmark.com/SanDisk-Extreme-II-240GB/Rating/1545
SSD,SHSS37A/240G,HyperX,Savage 240GB,245,90.7,17309,https://ssd.userbenchmark.com/HyperX-Savage-240GB/Rating/3494
SSD,PX-512M6V,Plextor,M6V 512GB,246,90.6,28,https://ssd.userbenchmark.com/SpeedTest/31388/PLEXTOR-PX-512M6V
SSD,SHSS37A/960G,HyperX,Savage 960GB,247,90.5,714,https://ssd.userbenchmark.com/HyperX-Savage-960GB/Rating/3580
SSD,CT256M550SSD1,Crucial,M550 256GB,248,90.5,4660,https://ssd.userbenchmark.com/Crucial-M550-256GB/Rating/2000
SSD,ASU800SS-128GT-C,Adata,Ultimate SU800 128GB,249,90.5,12214,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-128GB/Rating/3911
SSD,CT1024M550SSD1,Crucial,M550 1TB,250,90.4,844,https://ssd.userbenchmark.com/SpeedTest/7108/Crucial-CT1024M550SSD1
SSD,VTX460A-25SAT3-240G,OCZ,Vertex 460A 240GB,251,90.4,718,https://ssd.userbenchmark.com/OCZ-Vertex-460A-240GB/Rating/3147
SSD,VTR150-25SAT3-240G,OCZ,Vector 150 240GB,252,90.3,1083,https://ssd.userbenchmark.com/OCZ-Vector-150-240GB/Rating/1748
SSD,MZ-7TE120BW,Samsung,840 Evo 120GB,253,90.3,52363,https://ssd.userbenchmark.com/Samsung-840-Evo-120GB/Rating/1886
SSD,RADEON-R7SSD-480G,OCZ,AMD Radeon R7 480GB,254,90.3,468,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-480GB/Rating/3507
SSD,PX-256M5P,Plextor,M5 Pro 256GB,255,89.8,1085,https://ssd.userbenchmark.com/Plextor-M5-Pro-256GB/Rating/1410
SSD,CSSD-N960GBXT,Corsair,Neutron XT 960GB,256,89.5,84,https://ssd.userbenchmark.com/SpeedTest/23267/Corsair-Neutron-XT-SSD
SSD,MKNSSDRE1TB,Mushkin,Reactor 1TB,257,89.4,4057,https://ssd.userbenchmark.com/Mushkin-Reactor-1TB/Rating/3583
SSD,RVD3X2-FHPX4-480G,OCZ,RevoDrive 3 X2 PCIe 480GB,258,89.3,154,https://ssd.userbenchmark.com/SpeedTest/8804/OCZ-REVODRIVE3-X2
SSD,CSSD-F512GBLX,Corsair,Force LX 512GB,259,89.2,253,https://ssd.userbenchmark.com/SpeedTest/16265/CORSAIR-FORCE-LX-SSD
SSD,SSD7CS2211-960-RB,PNY,CS2211 960GB,260,89.2,130,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631
SSD,SSD7CS2211-960-PB,PNY,CS2211 960GB,260,89.2,130,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631
SSD,VTR180-25SAT3-240G,OCZ,Vector 180 240GB,261,89.1,711,https://ssd.userbenchmark.com/OCZ-Vector-180-240GB/Rating/3493
SSD,RADEON-R7SSD-240G,OCZ,AMD Radeon R7 240GB,262,89,1595,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-240GB/Rating/2492
SSD,VTX460-25SAT3-240G,OCZ,Vertex 460 240GB,263,88.9,936,https://ssd.userbenchmark.com/OCZ-Vertex-460-240GB/Rating/2043
SSD,VTR180-25SAT3-240G,Toshiba,OCZ VT180 240GB,264,88.8,79,https://ssd.userbenchmark.com/SpeedTest/171243/TOSHIBA-VT180
SSD,MKNSSDRE512GB,Mushkin,Reactor 512GB,265,88.8,500,https://ssd.userbenchmark.com/Mushkin-Reactor-512GB/Rating/3584
SSD,TRN150-25SAT3-960G,OCZ,Trion 150 960GB,266,88.7,1771,https://ssd.userbenchmark.com/OCZ-Trion-150-960GB/Rating/3621
SSD,CT512M550SSD3,Crucial,M550 mSATA 512GB,267,88.4,272,https://ssd.userbenchmark.com/SpeedTest/8510/Crucial-CT512M550SSD3
SSD,SSDPEKKF128GX1,Intel,Pro 6000p NVMe PCIe M.2 128GB,268,88.3,34,https://ssd.userbenchmark.com/SpeedTest/275754/INTEL-SSDPEKKF128G7
SSD,CT256M550SSD3,Crucial,M550 mSATA 256GB,269,88.2,471,https://ssd.userbenchmark.com/SpeedTest/8589/Crucial-CT256M550SSD3
SSD,HDTS451XZSTA,Toshiba,Q300 Pro 512GB,270,88.2,69,https://ssd.userbenchmark.com/SpeedTest/57809/TOSHIBA-Q300-Pro
SSD,SB1CSK31MT560-0240,OCZ,Saber 1000 240GB,271,88.1,70,https://ssd.userbenchmark.com/SpeedTest/36693/OCZ-SABER1000
SSD,ZTSSD-A5P-480G-PE,Zotac,Premium Edition 480GB,272,88,187,https://ssd.userbenchmark.com/Zotac-Premium-Edition-480GB/Rating/3599
SSD,MKNSSDST960GB,Mushkin,Striker 960GB,273,87.9,11,https://ssd.userbenchmark.com/SpeedTest/25597/MKNSSDST960GB
SSD,SSD7CS1311-480-RB,PNY,CS1311 480GB,274,87.6,5125,https://ssd.userbenchmark.com/PNY-CS1311-480GB/Rating/3616
SSD,PX-512M6S,Plextor,M6S 512GB,275,87.6,61,https://ssd.userbenchmark.com/Plextor-M6S-512GB/Rating/3506
SSD,SDSSDXP-480G-G25,SanDisk,Extreme II 480GB,276,87.5,801,https://ssd.userbenchmark.com/SpeedTest/2135/SanDisk-SDSSDXP480G
SSD,VTX4-25SAT3-128G,OCZ,Vertex 4 128GB,277,87.3,9258,https://ssd.userbenchmark.com/OCZ-Vertex-4-128GB/Rating/1895
SSD,ASP610SS3-1TM-C,Adata,Premier SP610 1TB,278,87.2,77,https://ssd.userbenchmark.com/SpeedTest/19263/ADATA-SP610
SSD,SSDSC2BB800G4,Intel,S3500 Series 800GB,279,87.2,105,https://ssd.userbenchmark.com/SpeedTest/30895/INTEL-SSDSC2BB800G4
SSD,PX-128M6S,Plextor,M6S 128GB,280,87.2,1853,https://ssd.userbenchmark.com/Plextor-M6S-128GB/Rating/2225
SSD,GP-GSM2NE8128GNTD,Gigabyte,NVMe PCIe M.2 128GB,281,87.2,149,https://ssd.userbenchmark.com/SpeedTest/602706/GIGABYTE-GP-GSM2NE8128GNTD
SSD,VTX450-25SAT3-256G,OCZ,Vertex 450 256GB,282,87.2,259,https://ssd.userbenchmark.com/OCZ-Vertex-450-256GB/Rating/1605
SSD,,PNY,SSD2SC240G5SA754D117-511 240GB,283,87.1,284,https://ssd.userbenchmark.com/SpeedTest/11704/SSD2SC240G5SA754D117-511
SSD,SDSSDHII-480G-G25,SanDisk,Ultra II 480GB,284,87.1,26930,https://ssd.userbenchmark.com/SanDisk-Ultra-II-480GB/Rating/3473
SSD,VTX460-25SAT3-480G,OCZ,Vertex 460 480GB,285,87.1,211,https://ssd.userbenchmark.com/SpeedTest/11920/OCZ-VERTEX460
SSD,,Samsung,MZFLV256 NVMe PCIe M.2 256GB,286,86.9,2995,https://ssd.userbenchmark.com/SpeedTest/37597/NVMe-SAMSUNG-MZFLV256
SSD,SKC400S37/256G,Kingston,SSDNow KC400 256GB,287,86.8,961,https://ssd.userbenchmark.com/SpeedTest/79042/KINGSTON-SKC400S37256G
SSD,,OCZ,AGILITY3 256GB,288,86.8,5,https://ssd.userbenchmark.com/SpeedTest/9551/OCZ-AGILITY3
SSD,CT512MX100SSD1,Crucial,MX100 512GB,289,86.7,14668,https://ssd.userbenchmark.com/Crucial-MX100-512GB/Rating/3475
SSD,WDS100T1B0A,WD,Blue 1TB,290,86.6,2949,https://ssd.userbenchmark.com/SpeedTest/186717/WDC-WDS100T1B0A-00H9H0
SSD,WDS250G2B0A,WD,Blue 3D 250GB,291,86.6,6875,https://ssd.userbenchmark.com/WD-Blue-3D-250GB/Rating/3948
SSD,CT250BX100SSD1,Crucial,BX100 250GB,292,86.5,16080,https://ssd.userbenchmark.com/Crucial-BX100-250GB/Rating/3145
SSD,TS256GSSD370S,Transcend,SSD370S 256GB,293,86.4,5142,https://ssd.userbenchmark.com/SpeedTest/26718/TS256GSSD370S
SSD,TS512GSSD370,Transcend,SSD370 512GB,294,86.3,805,https://ssd.userbenchmark.com/Transcend-SSD370-512GB/Rating/3472
SSD,MZ-7PD128BW,Samsung,840 Pro 128GB,295,86.3,19706,https://ssd.userbenchmark.com/Samsung-840-Pro-128GB/Rating/1890
SSD,WDS500G1B0B,WD,Blue SATA M.2 500GB,296,86.3,2630,https://ssd.userbenchmark.com/SpeedTest/209713/WDC-WDS500G1B0B-00AS40
SSD,WDS250G2B0B,WD,Blue 3D SATA M.2 250GB,297,86.3,4335,https://ssd.userbenchmark.com/SpeedTest/341807/WDC-WDS250G2B0B-00YS70
SSD,CT128M550SSD1,Crucial,M550 128GB,298,86.2,1263,https://ssd.userbenchmark.com/Crucial-M550-128GB/Rating/3485
SSD,SHSS37A/120G,HyperX,Savage 120GB,299,86.1,3215,https://ssd.userbenchmark.com/HyperX-Savage-120GB/Rating/3496
SSD,ARC100-25SAT3-240G,OCZ,ARC 100 240GB,300,86.1,6218,https://ssd.userbenchmark.com/OCZ-ARC-100-240GB/Rating/2603
SSD,SDSSDH3-250G-G25,SanDisk,Ultra 3D 250GB,301,86,1713,https://ssd.userbenchmark.com/SanDisk-Ultra-3D-250GB/Rating/3952
SSD,WDS500G1B0A,WD,Blue 500GB,302,85.9,7774,https://ssd.userbenchmark.com/SpeedTest/192687/WDC-WDS500G1B0A-00H9H0
SSD,PI240GS325SSDR,Patriot,Ignite 240GB,303,85.9,385,https://ssd.userbenchmark.com/Patriot-Ignite-240GB/Rating/3573
SSD,GP-GSTFS30512GTTD,Gigabyte,UD PRO 512GB,304,85.8,569,https://ssd.userbenchmark.com/SpeedTest/522549/GIGABYTE-GP-GSTFS30512GTTD
SSD,CT525MX300SSD4,Crucial,MX300 SATA M.2 525GB,305,85.8,8056,https://ssd.userbenchmark.com/SpeedTest/174014/Crucial-CT525MX300SSD4
SSD,PX-256M6V,Plextor,M6V 256GB,306,85.7,244,https://ssd.userbenchmark.com/Plextor-M6V-256GB/Rating/3499
SSD,,Samsung,MZ7PD256HAFV-000H7 256GB,307,85.6,1349,https://ssd.userbenchmark.com/SpeedTest/4570/SAMSUNG-MZ7PD256HAFV-000H7
SSD,CT525MX300SSD1,Crucial,MX300 525GB,308,85.6,38934,https://ssd.userbenchmark.com/Crucial-MX300-525GB/Rating/3643
SSD,TRN150-25SAT3-480G,OCZ,Trion 150 480GB,309,85.6,5917,https://ssd.userbenchmark.com/OCZ-Trion-150-480GB/Rating/3620
SSD,RADEON-R7SSD-120G,OCZ,AMD Radeon R7 120GB,310,85.6,950,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-120GB/Rating/3492
SSD,ARC100-25SAT3-480G,OCZ,ARC 100 480GB,311,85.5,962,https://ssd.userbenchmark.com/OCZ-ARC-100-480GB/Rating/3471
SSD,SDSSDXP-120G-G25,SanDisk,Extreme II 120GB,312,85.5,873,https://ssd.userbenchmark.com/SanDisk-Extreme-II-120GB/Rating/1889
SSD,VTR150-25SAT3-120G,OCZ,Vector 150 120GB,313,85.5,882,https://ssd.userbenchmark.com/OCZ-Vector-150-120GB/Rating/2242
SSD,TS1TSSD370,Transcend,SSD370 1TB,314,85.4,122,https://ssd.userbenchmark.com/Transcend-SSD370-1TB/Rating/3579
SSD,CT128M550SSD4,Crucial,M550 SATA M.2 128GB,315,85.3,103,https://ssd.userbenchmark.com/SpeedTest/15846/Crucial-CT128M550SSD4
SSD,VTR180-25SAT3-120G,Toshiba,OCZ VT180 120GB,316,85.2,26,https://ssd.userbenchmark.com/SpeedTest/172941/TOSHIBA-VT180
SSD,ASP610SS3-512GM-C,Adata,Premier SP610 512GB,317,85.2,111,https://ssd.userbenchmark.com/SpeedTest/15096/ADATA-SP610
SSD,VTR180-25SAT3-120G,OCZ,Vector 180 120GB,318,85.1,235,https://ssd.userbenchmark.com/OCZ-Vector-180-120GB/Rating/3495
SSD,SKC400S37/512G,Kingston,SSDNow KC400 512GB,319,85.1,915,https://ssd.userbenchmark.com/SpeedTest/72936/KINGSTON-SKC400S37512G
SSD,PI960GS25SSDR,Patriot,Ignite 960GB,320,85,109,https://ssd.userbenchmark.com/Patriot-Ignite-960GB/Rating/3575
SSD,VX500-25SAT3-256G,Toshiba,OCZ VX500 256GB,321,84.9,90,https://ssd.userbenchmark.com/SpeedTest/193061/TOSHIBA-VX500
SSD,ASX930SS3-120GM-C,Adata,XPG SX930 120GB,322,84.8,653,https://ssd.userbenchmark.com/Adata-XPG-SX930-120GB/Rating/3635
SSD,HDTS748XZSTA,Toshiba,Q300 480GB,323,84.8,1998,https://ssd.userbenchmark.com/SpeedTest/38603/TOSHIBA-Q300
SSD,HDTS748EZSTA,Toshiba,Q300 480GB,323,84.8,1998,https://ssd.userbenchmark.com/SpeedTest/38603/TOSHIBA-Q300
SSD,ST480HM000,Seagate,600 480GB,324,84.8,698,https://ssd.userbenchmark.com/SpeedTest/2966/ST480HM000-1G5162
SSD,PX-256M6S,Plextor,M6S 256GB,325,84.7,902,https://ssd.userbenchmark.com/Plextor-M6S-256GB/Rating/3505
SSD,PX-512M5P,Plextor,M5 Pro 512GB,326,84.5,312,https://ssd.userbenchmark.com/SpeedTest/1262/PLEXTOR-PX-512M5Pro
SSD,SDSSDHII-960G-G25,SanDisk,Ultra II 960GB,327,84.5,15714,https://ssd.userbenchmark.com/SanDisk-Ultra-II-960GB/Rating/3582
SSD,,Apple,SM0256F 251GB,328,84.5,51,https://ssd.userbenchmark.com/SpeedTest/3466/APPLE-SSD-SM0256F
SSD,HDTS325XZSTA,Toshiba,Q Series Pro 256GB,329,84.4,1019,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25
SSD,HDTS325EZSTA,Toshiba,Q Series Pro 256GB,329,84.4,1019,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25
SSD,THNSNJ256GCST,Toshiba,Q Series Pro 256GB,329,84.4,1019,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25
SSD,CT500MX200SSD3,Crucial,MX200 mSATA 500GB,330,84.1,349,https://ssd.userbenchmark.com/SpeedTest/24060/Crucial-CT500MX200SSD3
SSD,TS512GMTS800,Transcend,MTS800 M.2 512GB,331,84.1,314,https://ssd.userbenchmark.com/SpeedTest/22251/TS512GMTS800
SSD,THNSNJ256GCSU,Toshiba,HG6 256GB,332,84.1,1785,https://ssd.userbenchmark.com/SpeedTest/11911/TOSHIBA-THNSNJ256GCSU
SSD,SSDSC2BP240G410,Intel,730 Series 240GB,333,83.7,3210,https://ssd.userbenchmark.com/Intel-730-Series-240GB/Rating/2031
SSD,MZ-MTE1T0BW,Samsung,840 Evo mSATA 1TB,334,83.7,285,https://ssd.userbenchmark.com/SpeedTest/10394/Samsung-SSD-840-EVO-1TB-mSATA
SSD,ASX930SS3-240GM-C,Adata,XPG SX930 240GB,335,83.7,673,https://ssd.userbenchmark.com/Adata-XPG-SX930-240GB/Rating/3636
SSD,ZTSSD-A5P-240G-PE,Zotac,Premium Edition 240GB,336,83.6,722,https://ssd.userbenchmark.com/Zotac-Premium-Edition-240GB/Rating/3598
SSD,CT960M500SSD1,Crucial,M500 960GB,337,83.3,1922,https://ssd.userbenchmark.com/SpeedTest/2379/Crucial-CT960M500SSD1
SSD,HDTS251EZSTA,Toshiba,HG5d Q Series 512GB,338,83.2,268,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST
SSD,HDTS251XZSTA,Toshiba,HG5d Q Series 512GB,338,83.2,268,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST
SSD,THNSNH512GBST,Toshiba,HG5d Q Series 512GB,338,83.2,268,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST
SSD,SD8SB8U-512G-1122,SanDisk,X400 512GB,339,83.2,3435,https://ssd.userbenchmark.com/SpeedTest/74118/SanDisk-SD8SB8U512G1122
SSD,SD8SB8U-1T00-1122,SanDisk,X400 1TB,340,83.2,907,https://ssd.userbenchmark.com/SpeedTest/66487/SanDisk-SD8SB8U1T001122
SSD,,Apple,SM0512F 500GB,341,83.2,75,https://ssd.userbenchmark.com/SpeedTest/9630/APPLE-SSD-SM0512F
SSD,SDSSDHII-240G-G25,SanDisk,Ultra II 240GB,342,83.1,23279,https://ssd.userbenchmark.com/SanDisk-Ultra-II-240GB/Rating/2548
SSD,HDTS312EZSTA,Toshiba,Q Series Pro 128GB,343,83.1,1160,https://ssd.userbenchmark.com/Toshiba-Q-Series-Pro-128GB/Rating/1943
SSD,HDTS312XZSTA,Toshiba,Q Series Pro 128GB,343,83.1,1160,https://ssd.userbenchmark.com/Toshiba-Q-Series-Pro-128GB/Rating/1943
SSD,VX500-25SAT3-128G,Toshiba,OCZ VX500 128GB,344,83.1,68,https://ssd.userbenchmark.com/SpeedTest/194663/TOSHIBA-VX500
SSD,,Micron,M600 SATA M.2 256GB,345,83,1437,https://ssd.userbenchmark.com/SpeedTest/22043/Micron-M600-MTFDDAV256MBF
SSD,CT1000MX200SSD1,Crucial,MX200 1TB,346,82.9,1336,https://ssd.userbenchmark.com/Crucial-MX200-1TB/Rating/3578
SSD,ARC100-25SAT3-120G,OCZ,ARC 100 120GB,347,82.9,2064,https://ssd.userbenchmark.com/OCZ-ARC-100-120GB/Rating/3487
SSD,CT500MX200SSD1,Crucial,MX200 500GB,348,82.9,6137,https://ssd.userbenchmark.com/Crucial-MX200-500GB/Rating/3504
SSD,VTX460-25SAT3-120G,OCZ,Vertex 460 120GB,349,82.8,696,https://ssd.userbenchmark.com/OCZ-Vertex-460-120GB/Rating/3488
SSD,VTX460A-25SAT3-120G,OCZ,Vertex 460A 120GB,350,82.8,596,https://ssd.userbenchmark.com/OCZ-Vertex-460A-120GB/Rating/3490
SSD,CSSD-N240GBXT,Corsair,Neutron XT 240GB,351,82.8,1034,https://ssd.userbenchmark.com/Corsair-Neutron-XT-240GB/Rating/3277
SSD,PX-128M6Pro,Plextor,M6 Pro 128GB,352,82.7,448,https://ssd.userbenchmark.com/SpeedTest/14853/PLEXTOR-PX-128M6Pro
SSD,SSDSC2KW010X6,Intel,540s Series 1TB,353,82.7,486,https://ssd.userbenchmark.com/SpeedTest/123180/INTEL-SSDSC2KW010X6
SSD,VTR1-25SAT3-128G,OCZ,Vector 128GB,354,82.6,1021,https://ssd.userbenchmark.com/SpeedTest/4023/OCZ-VECTOR
